model,param_under_test,cw_classes,q_norm,avg_tot_reward,avg_steps,avg_embb_outages,avg_urllc_delays,avg_residual_urllc_pkts
0,0.1,0,0.005,-0.809,140.0,0.809,0.0,0.0
0,0.2,0,0.005,-1.799,140.0,1.799,0.0,0.0
0,0.3,0,0.005,-2.938,140.0,2.938,0.0,0.0
0,0.4,0,0.005,-4.172,140.0,4.172,0.0,0.0
0,0.5,0,0.005,-5.689,140.0,5.689,0.0,0.0
0,0.1,1,0.005,0.0,140.0,0.0,0.0,0.0
0,0.2,1,0.005,0.0,140.0,0.0,0.0,0.0
0,0.3,1,0.005,-0.004,140.0,0.004,0.0,0.0
0,0.4,1,0.005,-0.022,140.0,0.022,0.0,0.0
0,0.5,1,0.005,-0.145,140.0,0.145,0.0,0.0
0,0.1,2,0.005,-0.003,140.0,0.003,0.0,0.0
0,0.2,2,0.005,-0.045,140.0,0.045,0.0,0.0
0,0.3,2,0.005,-0.242,140.0,0.242,0.0,0.0
0,0.4,2,0.005,-0.822,140.0,0.822,0.0,0.0
0,0.5,2,0.005,-1.924,140.0,1.924,0.0,0.0
0,0.1,3,0.005,-0.328,140.0,0.328,0.0,0.0
0,0.2,3,0.005,-1.457,140.0,1.457,0.0,0.0
0,0.3,3,0.005,-3.314,140.0,3.314,0.0,0.0
0,0.4,3,0.005,-5.836,140.0,5.836,0.0,0.0
0,0.5,3,0.005,-8.809,140.0,8.809,0.0,0.0
0,0.1,4,0.005,-3.643,140.0,3.643,0.0,0.0
0,0.2,4,0.005,-7.809,140.0,7.809,0.0,0.0
0,0.3,4,0.005,-11.506,140.0,11.506,0.0,0.0
0,0.4,4,0.005,-14.618,140.0,14.618,0.0,0.0
0,0.5,4,0.005,-16.952,140.0,16.952,0.0,0.0
0,0.1,5,0.005,-10.069,140.0,10.069,0.0,0.0
0,0.2,5,0.005,-15.168,140.0,15.168,0.0,0.0
0,0.3,5,0.005,-17.921,140.0,17.921,0.0,0.0
0,0.4,5,0.005,-19.486,140.0,19.486,0.0,0.0
0,0.5,5,0.005,-20.265,140.0,20.265,0.0,0.0
