model,param_under_test,cw_classes,q_norm,avg_tot_reward,avg_steps,avg_embb_outages,avg_urllc_delays,avg_residual_urllc_pkts
0,0.1,0,0,-282.047,680.0,20.678,0.809,0.986
0,0.2,0,0,-338.242,284.0,18.073,0.991,1.861
0,0.3,0,0,-335.124,135.0,12.047,1.0,2.648
0,0.4,0,0,-331.702,71.0,8.625,1.0,3.357
0,0.5,0,0,-329.121,44.0,6.044,1.0,3.959
