model,param_under_test,cw_classes,q_norm,avg_tot_reward,avg_steps,avg_embb_outages,avg_urllc_delays,avg_residual_urllc_pkts
0,0.1,0,0,-13.671,1400.0,13.671,0.0,0.0
0,0.2,0,0,-36.192,1400.0,36.192,0.0,0.0
0,0.3,0,0,-63.489,1400.0,63.489,0.0,0.0
0,0.4,0,0,-108.586,1400.0,108.586,0.0,0.0
0,0.5,0,0,-163.297,1400.0,163.297,0.0,0.0
