model,param_under_test,cw_classes,q_norm,avg_tot_reward,avg_steps,avg_embb_outages,avg_urllc_delays,avg_residual_urllc_pkts
0,0.1,0,0,-12.116,1400.0,12.116,0.0,0.591
0,0.2,0,0,-34.722,1400.0,34.722,0.0,1.215
0,0.3,0,0,-63.422,1400.0,63.422,0.0,1.836
0,0.4,0,0,-105.887,1400.0,105.887,0.0,2.404
0,0.5,0,0,-145.311,1400.0,145.311,0.0,2.984
