model,param_under_test,cw_classes,q_norm,avg_tot_reward,avg_steps,avg_embb_outages,avg_urllc_delays,avg_residual_urllc_pkts
-1,0.1,0,0,-4.663,1400.0,4.663,0.0,0.027
-1,0.2,0,0,-11.338,1400.0,11.338,0.0,0.053
-1,0.3,0,0,-18.043,1400.0,18.043,0.0,0.075
-1,0.4,0,0,-26.463,1400.0,26.463,0.0,0.096
-1,0.5,0,0,-35.131,1400.0,35.131,0.0,0.136
